path,container,payload,mode,width,height,alpha_min_max,transparent_pixels,partial_alpha_pixels,opaque_pixels,container_sha256,payload_sha256
src/bin/Data/Interface/CursorLeanAgainst.ozt,.ozt,original/Interface/CursorLeanAgainst.tga,RGBA,32,32,"[0, 255]",258,381,385,96f2034d2ff677c48bb14924553eafa727bb17cbfb32628bd2f0296127882ebb,1a48f51476f7a7397becc0ed7c54cf7d5d0c973bfe96990ca7d24e1ba64ea28e
src/bin/Data/Interface/CursorPush.ozt,.ozt,original/Interface/CursorPush.tga,RGBA,32,32,"[0, 255]",383,208,433,ab5d8a34dccc189fb5930d63a4c70772908767d95f3a92294fb7f11bd1eb88c4,57ceaca15e3d24594a5b7176de901753b18030c5bc31f8ae752933bf5e77fd1f
src/bin/Data/Interface/CursorRepair.OZT,.OZT,original/Interface/CursorRepair.tga,RGBA,32,32,"[0, 255]",597,267,160,412a86570a9b2245fb75ffebaa7fdc3950bb090b7e6369a02f027fdff751f1f5,5538c65d3239561a6d80a7dd1d8a57b320a9bd6664529e6c46e370472fd4f0e4
src/bin/Data/Interface/CursorSitDown.ozt,.ozt,original/Interface/CursorSitDown.tga,RGBA,32,32,"[0, 255]",395,402,227,67c810fd2acd214309d753ae42f7605490cb33be638661286988a2430d229051,f95035298d6edb6df93719702319e399319c96325bac2cbddaab1fc2c8473db2
src/bin/Data/Interface/CursorTalk.ozt,.ozt,original/Interface/CursorTalk.tga,RGBA,64,64,"[0, 255]",1879,440,1777,7983731596c064aeaa3e30df53849a3e00fcd82836be1aecf0bfda9ce31d6c5c,59ab16bbc679a7061a60ebff930cea20d3e8b24b4aac8653310cf71300719e16
src/bin/Data/Interface/Cursorid.OZT,.OZT,original/Interface/Cursorid.tga,RGBA,32,32,"[0, 255]",483,252,289,f6dc986734bc3c21509342b0b4f0aabaaf4315760bd8bb67c48938de7880b556,1ab65353752edd25cf253186403d01b541fe17bb220ad6181e03be0e4ec1e43b
src/bin/Data/Interface/Doppelganger.OZT,.OZT,original/Interface/Doppelganger.tga,RGBA,166,90,"[0, 255]",8290,1876,4774,0012311a792c5de0aba34a4447c17c00a50b0362e6a112243ca4b513487f345a,770a74a0ea6a75aa074462dceb790ef64fd6dc1c87c76c84c6cc6065199c4667
src/bin/Data/Interface/Double_Baricon01.OZT,.OZT,original/Interface/Double_Baricon01.tga,RGBA,9,8,"[0, 255]",22,36,14,542ff845eb5827b30ac1334fbdf40413504e583a7f915422a807bddce147cab7,c79c1882b1af731b94de2215134a5925a09a22324de9c8c8510ac9a35b399533
src/bin/Data/Interface/Double_Baricon04.OZT,.OZT,original/Interface/Double_Baricon04.tga,RGBA,9,8,"[0, 255]",22,32,18,b4e891214e2e1e163a1175e68bd139645bfbb36e1c7c453ae3ee027c6d155761,3a44e7953bec9051f761efac6fa6ca3d79a1619ac0e864d2e7814f61e386a839
src/bin/Data/Interface/Double_Micon01.OZT,.OZT,original/Interface/Double_Micon01.tga,RGBA,13,7,"[0, 255]",16,41,34,1b7dbf1ee0a70822f25fa0fa20035d820d62a58cf75dcb941e76fedc2e567483,3a7d45a44e19d0013535b282d84234640c33242076aba5bca1ac73fe5de56348
src/bin/Data/Interface/Double_back.OZT,.OZT,original/Interface/Double_back.tga,RGBA,227,87,"[0, 255]",7368,856,11525,e89b07486ee431359b6d4e8fb0521e8a0485f59a097a0aa5b1befc5c3a59f5e5,341e4386aee77381cb01c85516e65b6ea5e883f3880f868dce09835fee9805a3
src/bin/Data/Interface/Double_bar(O).OZJ,.OZJ,original/Interface/Double_bar(O).jpg,RGB,166,7,"[255, 255]",0,0,1162,3dec88d47dae859769b957d338e5b060091d18a4e722c5a6e5c6fb4ddb7acb1a,98f1a25ccc13367bbc5e65a1678c24dcc1bb14d8b07e7abeb87f6cbfff80bc53
src/bin/Data/Interface/Double_bar(R).OZJ,.OZJ,original/Interface/Double_bar(R).jpg,RGB,166,7,"[255, 255]",0,0,1162,04b37f591d2151c5872946004e47e47c882de5162033e3bca67d3bc4ba855ac0,78ced8eb6d30d9ae05df34528327d81914478036b84fe6836b09bcaf06e50654
src/bin/Data/Interface/Double_bar(Y).OZJ,.OZJ,original/Interface/Double_bar(Y).jpg,RGB,166,7,"[255, 255]",0,0,1162,af605e25763615c30c7651e22fab69e172d8fd45c1c768c49debcf150633d90c,b0032e94f12cf4585144efbf75bc951af4599c66f1e5bf961f124449c9297e39
src/bin/Data/Interface/Elbeland.OZT,.OZT,original/Interface/Elbeland.tga,RGBA,166,90,"[0, 255]",7653,2214,5073,dbd66dc5ddedc56c95ad7764729f767a91fe356280e4793aa0ba8c1f1e6a9b71,c1a389986859057ab664e191542799cd63cbcc7b40300787042e4fb7143376b9
src/bin/Data/Interface/EmpireGuardian.OZT,.OZT,original/Interface/EmpireGuardian.tga,RGBA,166,90,"[0, 255]",8721,1734,4485,9d41d353651e053d1e3e5096eb78fd5e9f6f685d055490d15caf947b2df07af8,e5506788ae404d302708903a1bf248a79d3c15fae843eaa65eaff0c276703909
src/bin/Data/Interface/Exbar_Master.OZJ,.OZJ,original/Interface/Exbar_Master.jpg,RGB,6,4,"[255, 255]",0,0,24,efb4230f485da568efdacfa29cabb899695c846c37de2c86588d54d24c94c3fc,baed2bd79eb6df70a961349720178bbccb73780c21fb7ab02737170a8d45fa2b
src/bin/Data/Interface/Failure_kantru.OZT,.OZT,original/Interface/Failure_kantru.tga,RGBA,372,99,"[0, 255]",20322,3182,13324,24a2f4b36943fdfb8fa010339f7df55e605efbd59e21648a9f4ee74d86bb8705,752b4b2fa7f58ab08543afbdace81096a546fa82b0acd5d679fa72adab2cfe57
src/bin/Data/Interface/Font.ozt,.ozt,original/Interface/Font.tga,RGBA,256,256,"[0, 255]",62521,1171,1844,426d446525677109b5f932bc359cc5ab4597aec6d4e1dcd6da416df226d6279b,c35d40f052aa4241e8e0dc75a37fae136bfc3140bbfab6e02bddbe1e4ad55319
src/bin/Data/Interface/FontInput.OZT,.OZT,original/Interface/FontInput.tga,RGBA,256,32,"[0, 0]",8192,0,0,978fb6f0270242e23a22bc131fdea9059b0420e3382d160bb1df04c00db0af57,d5f23d9b7d9234c323fd5357d6a5adc2609818a8ff74669b494e4323e9b92621
src/bin/Data/Interface/FontTest.OZT,.OZT,original/Interface/FontTest.tga,RGBA,256,32,"[0, 255]",6295,780,1117,65ccbf4f0cfb265d057b58af25bd85bef05a7d390844378168e7b3029e736e0b,3de9405b53ec7342870671c4846bfd6b0c1bcfc680c001c551d2e12a6f53077f
src/bin/Data/Interface/Gens_mark_D.OZT,.OZT,original/Interface/Gens_mark_D.tga,RGBA,18,18,"[0, 255]",29,22,273,5eb011827123c526b7e32c6ff4648b0b5058db26c09fe0fe1ef79dc4550a68a6,da9d08def454c216c2495ec62602c219fced5896dfd6fe54d33d51e5b68b2103
src/bin/Data/Interface/Gens_mark_D_new.OZT,.OZT,original/Interface/Gens_mark_D_new.tga,RGBA,256,256,"[0, 255]",47550,5776,12210,a8bd4e53ebf0986d7c0e5a2d905de90100268b55e3c496e697c2f1468716d6dc,8a289d079228c3e257dc0033c4b251e98871867ba524c37ef38220e9a3eed10e
src/bin/Data/Interface/Gens_mark_V.OZT,.OZT,original/Interface/Gens_mark_V.tga,RGBA,18,18,"[0, 255]",14,31,279,b23c8ffd4e57f0bb1b8bf9a1d79eb87564e8cfc88e346bb298673850b08e1fa8,e016e7e60895e152fb6fd426693f40d2e8c2465d3f2431b65d6228be9b255071
src/bin/Data/Interface/Gens_mark_V_new.OZT,.OZT,original/Interface/Gens_mark_V_new.tga,RGBA,256,256,"[0, 255]",46818,4676,14042,9cc1c959f5dec91dfca6170eac9cf50a12d122896f1f4f171a9ea87990540ec2,518dc8dd716c34c670d8cd5aaf763a3b2b63e47852cbe1e2b601ade4657bca91
src/bin/Data/Interface/Gens_point.OZT,.OZT,original/Interface/Gens_point.tga,RGBA,168,18,"[0, 255]",662,1497,865,e95163891f19197e1a09ae1d4d977556918d3b90ce03979ffc1307b6e8de561f,c75e5de57391bcdcd7cf53bb69f7880671bae30fba91c16d31ac2fe21fa1ac5e
src/bin/Data/Interface/Grail_illusion.OZT,.OZT,original/Interface/Grail_illusion.tga,RGBA,40,36,"[0, 255]",300,0,1140,43f2c5c3c678f28f4c32139cafae21bd493e52b056d688838af77156ee37fa23,14e248b4bbeddf00263104a67b79746c3166cac826d223b93e78555725758b31
src/bin/Data/Interface/Grail_mu.OZT,.OZT,original/Interface/Grail_mu.tga,RGBA,40,36,"[0, 255]",300,0,1140,0bdd85ab2e3398500c36318a9738aa6b495596e318717e0d21a93aae47e43442,63398f9649c334444a27ec1752f4bc86b0786345eb638a46df52093cea4e0b90
src/bin/Data/Interface/Hero.OZT,.OZT,original/Interface/Hero.tga,RGBA,11,11,"[0, 255]",12,68,41,6fd8dca4e01d90c979df13efc008fd8ae25c8e7ee9e30675a5c624ac07e53178,2301421ed109e414dd6f34200becf2dc41c1e0fc4204da1810b348471b3ce3c3
src/bin/Data/Interface/Icarus.OZT,.OZT,original/Interface/Icarus.tga,RGBA,166,90,"[0, 255]",8512,1781,4647,d3734a1b859f14f7c8e7c86509aac689b8a6c9ebdc55783c9acbe0b6937ababc,284f8655a8992ee0dacb7a37e8e4f08d23e72d4b5ededc3277a2d283f6f2b4c4
src/bin/Data/Interface/IllusionTemple.OZT,.OZT,original/Interface/IllusionTemple.tga,RGBA,166,90,"[0, 255]",7803,1733,5404,44eba036700ac4edac140abf354c84e2f1224ca48a1113988dc8a0493cdfe8a7,d6fde3a0c51693cee89f06a7544519136940ac8a72342d07a2d4c971382deb1a
src/bin/Data/Interface/InGameShop/IGS_Storage_Page.OZT,.OZT,original/Interface/InGameShop/IGS_Storage_Page.tga,RGBA,80,30,"[0, 255]",41,1669,690,d4b1c5751facf1c0f6fe22df4e0c90c2be01d3e1e66613a661d6e850caafb767,cb527d656eb40ec3b287c4e77fd20ad661f3d34f3cdecc0322c2800e27e01935
src/bin/Data/Interface/InGameShop/IGS_Storage_Page_Left.OZT,.OZT,original/Interface/InGameShop/IGS_Storage_Page_Left.tga,RGBA,20,66,"[0, 255]",642,243,435,1289175816e3e8400ecb0ec5d4220721458708848f5035d38f36a4099f42a8b3,1cdeebba48cde0205804f2a9fb1816b39fdcdbdc646a272dbf41eeacb00502d0
src/bin/Data/Interface/InGameShop/IGS_Storage_Page_Right.OZT,.OZT,original/Interface/InGameShop/IGS_Storage_Page_Right.tga,RGBA,20,66,"[0, 255]",642,243,435,4fbac1bac4bf13db423bef32e2186b6c7d0c42f320fe5c94a254ce4f8e7303d2,e2a110d8f3fc490d7012679dc4133f7086eeb23f31e2b4144da6acc479acd8ea
src/bin/Data/Interface/InGameShop/Ingame_Shopback.OZJ,.OZJ,original/Interface/InGameShop/Ingame_Shopback.jpg,RGB,640,429,"[255, 255]",0,0,274560,6df062fb9a0461e26896944e2ac55545910b6794d004fc96aa85c7ef46674bbb,c6d018b8db07998374c63007a2faf31474710aebf67fa182bbc0fb2542a4c6e1
src/bin/Data/Interface/InGameShop/ingame_Box.OZT,.OZT,original/Interface/InGameShop/ingame_Box.tga,RGBA,160,41,"[0, 255]",3,5031,1526,3df3255c8648ba37eda9a11a322a39073ccb0706cb157cc3f7e04362fea98c06,9adb3148c7fbe5c57f6a8a0c778e1eefe13ca8a6737d78c67dc61cfcc30db592
src/bin/Data/Interface/InGameShop/ingame_Box_List_A.OZT,.OZT,original/Interface/InGameShop/ingame_Box_List_A.tga,RGBA,210,202,"[0, 255]",26,0,42394,ba045b797ee8d628b0eb324bf2a5eb434f0d1495c7d319304a7bd18bc286a6cf,fc60ab2b92340e26420a2c186ec03ed33522f558fdf760aa8c339417dfdd6db6
src/bin/Data/Interface/InGameShop/ingame_Box_List_B.OZT,.OZT,original/Interface/InGameShop/ingame_Box_List_B.tga,RGBA,210,306,"[0, 255]",26,0,64234,7f1386af23fded07f2b4b9b0cea06a64b60b5ed50a9547d8835b1e64bbf15867,11a6a3351e192e56f1e7d4133d05e62e06385218cab146b294ccde46b697fc7b
src/bin/Data/Interface/InGameShop/ingame_Bt01.OZT,.OZT,original/Interface/InGameShop/ingame_Bt01.tga,RGBA,73,81,"[0, 255]",12,1214,4687,88be29d860318b4ce2723b51be00266dc9999c1c54da8a357a22d827d266e22e,9c347539a92b82469b9564be80dfd418f671d89ed7727342ef54eaf064571013
src/bin/Data/Interface/InGameShop/ingame_Bt03.OZT,.OZT,original/Interface/InGameShop/ingame_Bt03.tga,RGBA,52,78,"[0, 255]",9,621,3426,ea253feeb0dd13416a3e4703717fe5834fe750555d257a30d225bdaafa7e68b2,c58affcf4c9dbeacf25c622ab4671e23a8a4c66350e166da2f432c0ad01f62cf
src/bin/Data/Interface/InGameShop/ingame_Bt_Cash.OZT,.OZT,original/Interface/InGameShop/ingame_Bt_Cash.tga,RGBA,25,75,"[0, 255]",12,360,1503,9cdf33e837d53421b3a0c9535a42084efa56e7f278c96f53c172d472e07f9fad,a7d85bdfeceb2b962bf36ab94ad63d4726ead13a6386643a171be33d605b0c96
src/bin/Data/Interface/InGameShop/ingame_Bt_Delete.OZT,.OZT,original/Interface/InGameShop/ingame_Bt_Delete.tga,RGBA,25,75,"[0, 255]",12,360,1503,194bcdb1b19ce4bf75a0c3d5e8e1d138b2d33657a7dd4699957500d7bfa5f9bb,06cf13660a8ff23d29f6997c5a7ea508cab3bee020abf73e1bb38b4a423f7799
src/bin/Data/Interface/InGameShop/ingame_Bt_Gift.OZT,.OZT,original/Interface/InGameShop/ingame_Bt_Gift.tga,RGBA,25,75,"[0, 255]",12,360,1503,e033cc14a6cf3802a0779348b57d6ec53cd8785b1acb90e0f89c7fbed7d6f000,f44c902b74b8f6e033d5cc81e2b3d90b73e481f514d6bc228586f8441596dca1
src/bin/Data/Interface/InGameShop/ingame_Bt_Reset.OZT,.OZT,original/Interface/InGameShop/ingame_Bt_Reset.tga,RGBA,25,75,"[0, 255]",12,360,1503,ffcbafdc1d7ea924d221b89126af1570c64c3f6154b4fc137f2ee778a56841dc,dc347eb918fd4f6e70cf5b0f547c41c58265f882a4af92e8f00d30f198f173ed
src/bin/Data/Interface/InGameShop/ingame_Bt_page_L.OZT,.OZT,original/Interface/InGameShop/ingame_Bt_page_L.tga,RGBA,20,69,"[0, 255]",312,378,690,174da1205b8b3d3ce7bd51415e05941db8cc7d83c44c4a3b57ce47bb2fcb1e93,0e63f02325afa49313eb07494f5c4643a3ae05f97e7b10ddce1b22a5eeae8631
src/bin/Data/Interface/InGameShop/ingame_Bt_page_R.OZT,.OZT,original/Interface/InGameShop/ingame_Bt_page_R.tga,RGBA,20,69,"[0, 255]",312,378,690,025357e4f7355ad480185c4f98bf5c01e86600e10281f2eaf9a54bdf405ff424,c5288cd0fd9945cc5425e1429b26cacf2a271c2dfd102d3f762c9646742bd285
src/bin/Data/Interface/InGameShop/ingame_Deco_Center.OZT,.OZT,original/Interface/InGameShop/ingame_Deco_Center.tga,RGBA,6,8,"[48, 255]",0,16,32,55e7a30043bc7adcfd03d2335a71c5686f24edd3a8e412274ded5c9eb9e3bd1f,515abd6e2b5ef2960ceec5a2a82f696301f65fb341a8493ee786a331538e0009
src/bin/Data/Interface/InGameShop/ingame_Deco_Dn.OZT,.OZT,original/Interface/InGameShop/ingame_Deco_Dn.tga,RGBA,47,100,"[0, 255]",3224,1116,360,076f4847a5de3bd9d4597967698ba288dc286cb9f0ed4b5032ec9f98cd924216,bf263c4793053c078e391cbd725ecf30963882d1f92ac53700e780b07cc5e702
src/bin/Data/Interface/InGameShop/ingame_Tab01.OZT,.OZT,original/Interface/InGameShop/ingame_Tab01.tga,RGBA,49,20,"[0, 255]",3,19,958,2231badc381c12d8abbb3df078e342f41723869d712b91b74beaa84531a035bb,f0b7e7f86adbd69a95d381a75740555df2047e214aa8eb13480d8a4ad491a90f
src/bin/Data/Interface/InGameShop/ingame_Tab02.OZT,.OZT,original/Interface/InGameShop/ingame_Tab02.tga,RGBA,49,20,"[0, 255]",7,19,954,7b45a97ee0ad2619143c55114554bc2aacbe62b9197e41b221585f58ed1d43e3,6da4870aae7bf7d88ca64f98cf2855f46fb547871a7660fbbf86ef6d0a8f5adf
src/bin/Data/Interface/InGameShop/ingame_Tab_Up.OZT,.OZT,original/Interface/InGameShop/ingame_Tab_Up.tga,RGBA,76,46,"[0, 255]",580,204,2712,43b9ffce4144deaa7a0488eb0372686f1b026afc35fa2c04233de9938700bfe2,f6fbfeebd556d16b5ea827785cec08a25ecf62b05275322f02b8974383d9a8f9
src/bin/Data/Interface/InGameShop/ingame_banner.OZJ,.OZJ,original/Interface/InGameShop/ingame_banner.jpg,RGB,152,62,"[255, 255]",0,0,9424,e5b8f38324c4ac349fd4d63c3c51d7635b0058d52dfbedfcc3b2d87a1f4ad00c,2056f74380016212ed68b2a6ebcaef26e90c8eeb5162be55656f244b05654759
src/bin/Data/Interface/InGameShop/ingame_gift_back01.OZT,.OZT,original/Interface/InGameShop/ingame_gift_back01.tga,RGBA,210,267,"[0, 255]",4,0,56066,6ae8469d350f4568562508b80fee844a0393e5b04fbb09ba536cd3c350227fee,47581efbae4e0c457d9601ca108359b28b9e5944fed92e74ff84bdd94e0b1159
src/bin/Data/Interface/InGameShop/ingame_gift_icon.OZT,.OZT,original/Interface/InGameShop/ingame_gift_icon.tga,RGBA,17,19,"[0, 255]",103,216,4,a19351597562d10ac25de0ca162ebe9e8c125ea8bd5d57106c2738d0b1dd9067,6fcf8e5a089a57da52f51251ec3f2c817e8624f61a75794d9d8e5ecb4797c125
src/bin/Data/Interface/InGameShop/ingame_gift_namebox.OZT,.OZT,original/Interface/InGameShop/ingame_gift_namebox.tga,RGBA,76,17,"[0, 255]",4,0,1288,062b00f577bae7485f0e03d07c98216ec65d84f1234ce6f9d419459f0c7ec1e6,5e96572527f9c723bbc357b3912281179de3018f4586d1818b92b60d745cc5b5
src/bin/Data/Interface/InGameShop/ingame_itembox_logo.OZT,.OZT,original/Interface/InGameShop/ingame_itembox_logo.tga,RGBA,57,57,"[0, 179]",1216,2033,0,7049cb1650e05b2fec862d40fde4042df4acd5b04431410eafa39f6bf557d09b,cdadc63d97dde870904f7d9b781ccd79ba80bdb17d6edd2510377799acaacc36
src/bin/Data/Interface/InGameShop/ingame_pack_back01.OZT,.OZT,original/Interface/InGameShop/ingame_pack_back01.tga,RGBA,198,291,"[0, 255]",26,0,57592,11852bab3af3a10e89042a74745ca02a845fe561697e4f94876c8504966a03a4,6304ae82790c620dcef142ad02a386b8f5d6070678330588b4c732d3f364a43b
src/bin/Data/Interface/InGameShop/ingame_pack_back03.OZT,.OZT,original/Interface/InGameShop/ingame_pack_back03.tga,RGBA,215,346,"[0, 255]",26,0,74364,cffafcc94631b81a1b2ba65d8a7e0eeae4546e79a042efb9657ea3a6f24ff48e,a15eb44c231cfb5c8d179b2231cdaf11f471f58b88ceb437943d2387578b2974
src/bin/Data/Interface/InGameShop/ingame_pack_check.OZT,.OZT,original/Interface/InGameShop/ingame_pack_check.tga,RGBA,15,45,"[77, 255]",0,168,507,8df0a30dfdf651b5b1254357673e6d609a9f8a99e9695ca2223365c22c9c14ec,2e424ce10ad3a80001f7884ffb2e5444855ba1bcb9a2dbd01452e8346f3f363f
src/bin/Data/Interface/InventoryBox2.OZJ,.OZJ,original/Interface/InventoryBox2.jpg,RGB,32,32,"[255, 255]",0,0,1024,34e4270c7ab05964de8e26dd04b2d74741db75a721ebb0b12b991464cc4709cf,5621af184a3569063f1147395a502f3d1c7a07e122093cada5016b2cb3a1aeb9
src/bin/Data/Interface/Item_Back01.OZJ,.OZJ,original/Interface/Item_Back01.jpg,RGB,190,256,"[255, 255]",0,0,48640,6f27e73a54ff28767204db0e25e2a4551ad8f71564545ceaf82cbe01e4690523,f0dd14c74a06a04b6d7d06d40ec917c4019293723b84941602cff47efab80ad7
src/bin/Data/Interface/Item_Back02.OZJ,.OZJ,original/Interface/Item_Back02.jpg,RGB,190,177,"[255, 255]",0,0,33630,42d0257096f7b7c9673bb96bf62cf6273dcb13e0744d2676b71f3c81dbcdbd7b,3e9b926be87228eadfc86a7f1638d691a097f54fda380ea0ad5149789651b8bd
src/bin/Data/Interface/Item_Money.OZJ,.OZJ,original/Interface/Item_Money.jpg,RGB,113,18,"[255, 255]",0,0,2034,87ad8c8799c8de4d54ae8094c0f367007d89eaff05ac21ae519d634409ef259a,8ed1815742caa7a6e07d4a9ca5e814c85e07441cb86fab5d2fc15ddf21db4895
src/bin/Data/Interface/Item_box.OZJ,.OZJ,original/Interface/Item_box.jpg,RGB,32,32,"[255, 255]",0,0,1024,e089b321c4a96f4f95e623c3128fa8bf1ce8581eeaa537c10d96c308350ba91f,a005a977f1c3795cd015c621a51b45b6c8a82250790caca5f9de044f592a673b
src/bin/Data/Interface/Kalima.OZT,.OZT,original/Interface/Kalima.tga,RGBA,166,90,"[0, 255]",9203,1724,4013,e771980e05cd94aefe6c16d7f34fb87d77a61349d80ded5def7518ef16538df6,089181790f169cfba9c7fc50cea6ca9eb31ffa652cb3632fef66987725a2d345
src/bin/Data/Interface/LSBg01.OZJ,.OZJ,original/Interface/LSBg01.jpg,RGB,400,512,"[255, 255]",0,0,204800,ddae0b294ff5f06b537019a2947e8bb77d973cfe429fac216f8e00ed769bd512,b78cde48f29c917ebe68585761fa727d064341841f1ad6d4d28fb6e6dffb7c0a
src/bin/Data/Interface/LSBg02.OZJ,.OZJ,original/Interface/LSBg02.jpg,RGB,400,512,"[255, 255]",0,0,204800,d22ac419babda1cc4086303475f0c481a35b2e1e17f44f1184f96c6866255f84,44d5be552f698b54fa7296cfc423b7b47dd76b35817af136926a446f0d0bc736
src/bin/Data/Interface/LSBg03.OZJ,.OZJ,original/Interface/LSBg03.jpg,RGB,400,88,"[255, 255]",0,0,35200,6f4261aaff600f5fe531e2e985b582552c0235b4144dce87c732537deac7093d,ddfd47823369add5a48b27b924eebca0d5d9a059107c2eef05ab689f53fd5db0
src/bin/Data/Interface/LSBg04.OZJ,.OZJ,original/Interface/LSBg04.jpg,RGB,400,88,"[255, 255]",0,0,35200,d4e293ef8b73850dcec53464178b86940303cfa2f1bd56987717c5937e393dcd,73e67d54160cbb66e82a08c8be58c5c7ab7165156f1a4151f8fb26c42d0996ca
src/bin/Data/Interface/MU_TITLE.OZT,.OZT,original/Interface/MU_TITLE.tga,RGBA,216,138,"[0, 255]",10251,1666,17891,8c647bd51573a5c101961fcf35a7968749c75890760d12530a54228c55b0eab2,63a383f6e3b2c6325d40113e1360725a93d9d470dc89c51570204af1f24ef028
src/bin/Data/Interface/MU_TITLE_Blue.OZT,.OZT,original/Interface/MU_TITLE_Blue.tga,RGBA,167,168,"[0, 255]",6900,3476,17680,1037fc4edc259baad2a9fb78d9b94fd2dfce853ad57449fe62ccdc4a54642b75,dd43d74633090d70633b6d8d13a4c3ecd59d6dff7d4bcadecbc014a856b4e31a
src/bin/Data/Interface/MacroUI/MacroUI_Gauge_Bar_(B).OZJ,.OZJ,original/Interface/MacroUI/MacroUI_Gauge_Bar_(B).jpg,RGB,152,4,"[255, 255]",0,0,608,ba7d629514f5e1e4adfb3506b43dd5b97d141c552db2b82d9f3042257daa68b3,e92232f92acc4641e861e41b3cd6b329b3bd3b73d23d0d6a9857c6d674af3e7e
src/bin/Data/Interface/MacroUI/MacroUI_Gauge_Bar_(G).OZJ,.OZJ,original/Interface/MacroUI/MacroUI_Gauge_Bar_(G).jpg,RGB,152,4,"[255, 255]",0,0,608,2c9a03a68cfe9f4a1bda61cbf85970c5ef1619c42dcd7f2302068597c8435908,2d53c3b0195f52d9e76aec4a08f3445e86197261bfd56f64eda62d79c82f7f02
src/bin/Data/Interface/MacroUI/MacroUI_Gauge_Bar_(O).OZJ,.OZJ,original/Interface/MacroUI/MacroUI_Gauge_Bar_(O).jpg,RGB,152,4,"[255, 255]",0,0,608,d4ffb70916b94b4638e3f3d8d8443107526a667e92ebd572d38a4ee0c75dac72,0411fdc8e68dc01733e664f6b1bb1ecea0267cc1ecb5b3321f9fbd5ef53e41ad
src/bin/Data/Interface/MacroUI/MacroUI_Gauge_Bar_(R).OZJ,.OZJ,original/Interface/MacroUI/MacroUI_Gauge_Bar_(R).jpg,RGB,152,4,"[255, 255]",0,0,608,8eb810dc5f6aa1f0f3d8ea1b6c43b6cb31ed37eda6840a784326812aae01ac4a,b0de84d0e36c757eea53b87ac4f6ed6a40814a1101cec5ee4fd05e32a0b22885
