//Category   BaseIndex   MainIndex   ItemIndex   CoinIndex   CoinValue   BonusGP   ProductBaseIndex1   ProductBaseIndex2   ProductBaseIndex3   ProductBaseIndex4   ProductBaseIndex5   ProductBaseIndex6   ProductBaseIndex7   ProductBaseIndex8   ProductBaseIndex9   ProductBaseIndex10   ProductMainIndex1   ProductMainIndex2   ProductMainIndex3   ProductMainIndex4   ProductMainIndex5   ProductMainIndex6   ProductMainIndex7   ProductMainIndex8   ProductMainIndex9   ProductMainIndex10
22           5           72          6719        508         100         0         39                  0                   0                   0                   0                   0                   0                   0                   0                   0                    64                  65                  0                   0                   0                   0                   0                   0                   0                   0
22           6           50          6749        508         100         0         50                  0                   0                   0                   0                   0                   0                   0                   0                   0                    77                  78                  79                  0                   0                   0                   0                   0                   0                   0
22           7           48          6750        508         150         0         51                  0                   0                   0                   0                   0                   0                   0                   0                   0                    80                  81                  82                  0                   0                   0                   0                   0                   0                   0
22           8           9           6760        508         120         0         73                  0                   0                   0                   0                   0                   0                   0                   0                   0                    123                 124                 0                   0                   0                   0                   0                   0                   0                   0
22           9           6           6761        508         120         0         74                  0                   0                   0                   0                   0                   0                   0                   0                   0                    125                 126                 0                   0                   0                   0                   0                   0                   0                   0
22           10          197         7307        508         320         0         159                 160                 161                 0                   0                   0                   0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
22           11          199         7307        508         320         0         158                 160                 161                 0                   0                   0                   0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
22           12          201         7303        508         488         0         156                 157                 159                 160                 161                 162                 0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
22           13          203         7303        508         488         0         156                 157                 158                 160                 161                 162                 0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
22           14          90          7241        508         100         0         26                  0                   0                   0                   0                   0                   0                   0                   0                   0                    43                  44                  0                   0                   0                   0                   0                   0                   0                   0
22           15          92          7240        508         150         0         25                  0                   0                   0                   0                   0                   0                   0                   0                   0                    41                  42                  0                   0                   0                   0                   0                   0                   0                   0
22           16          88          7242        508         150         0         27                  0                   0                   0                   0                   0                   0                   0                   0                   0                    45                  46                  0                   0                   0                   0                   0                   0                   0                   0
22           17          86          7243        508         150         0         28                  0                   0                   0                   0                   0                   0                   0                   0                   0                    47                  48                  0                   0                   0                   0                   0                   0                   0                   0
22           18          76          7266        508         150         0         37                  0                   0                   0                   0                   0                   0                   0                   0                   0                    60                  61                  0                   0                   0                   0                   0                   0                   0                   0
22           19          78          7265        508         150         0         36                  0                   0                   0                   0                   0                   0                   0                   0                   0                    58                  59                  0                   0                   0                   0                   0                   0                   0                   0
22           20          82          7245        508         100         0         30                  0                   0                   0                   0                   0                   0                   0                   0                   0                    51                  52                  0                   0                   0                   0                   0                   0                   0                   0
22           21          84          7244        508         100         0         29                  0                   0                   0                   0                   0                   0                   0                   0                   0                    49                  50                  0                   0                   0                   0                   0                   0                   0                   0
23           1           30          6736        508         150         0         60                  0                   0                   0                   0                   0                   0                   0                   0                   0                    99                  100                 0                   0                   0                   0                   0                   0                   0                   0
23           2           28          6779        508         150         0         61                  0                   0                   0                   0                   0                   0                   0                   0                   0                    101                 102                 0                   0                   0                   0                   0                   0                   0                   0
23           3           10          6762        508         150         0         72                  0                   0                   0                   0                   0                   0                   0                   0                   0                    121                 122                 0                   0                   0                   0                   0                   0                   0                   0
23           4           102         6720        508         100         0         20                  0                   0                   0                   0                   0                   0                   0                   0                   0                    31                  32                  33                  0                   0                   0                   0                   0                   0                   0
23           5           100         6721        508         100         0         21                  0                   0                   0                   0                   0                   0                   0                   0                   0                    34                  35                  36                  0                   0                   0                   0                   0                   0                   0
24           1           36          6732        508         100         0         57                  0                   0                   0                   0                   0                   0                   0                   0                   0                    93                  94                  0                   0                   0                   0                   0                   0                   0                   0
24           2           34          6676        508         100         0         58                  0                   0                   0                   0                   0                   0                   0                   0                   0                    95                  96                  0                   0                   0                   0                   0                   0                   0                   0
24           3           147         6763        508         130         0         71                  0                   0                   0                   0                   0                   0                   0                   0                   0                    119                 120                 0                   0                   0                   0                   0                   0                   0                   0
24           4           32          6778        508         100         0         59                  0                   0                   0                   0                   0                   0                   0                   0                   0                    97                  98                  0                   0                   0                   0                   0                   0                   0                   0
24           5           26          6765        508         80          0         62                  0                   0                   0                   0                   0                   0                   0                   0                   0                    103                 104                 0                   0                   0                   0                   0                   0                   0                   0
24           6           24          6766        508         80          0         63                  0                   0                   0                   0                   0                   0                   0                   0                   0                    105                 106                 0                   0                   0                   0                   0                   0                   0                   0
24           7           22          6767        508         80          0         64                  0                   0                   0                   0                   0                   0                   0                   0                   0                    107                 108                 0                   0                   0                   0                   0                   0                   0                   0
24           8           20          6768        508         80          0         65                  0                   0                   0                   0                   0                   0                   0                   0                   0                    109                 110                 0                   0                   0                   0                   0                   0                   0                   0
24           9           18          6769        508         90          0         66                  0                   0                   0                   0                   0                   0                   0                   0                   0                    111                 112                 0                   0                   0                   0                   0                   0                   0                   0
24           10          16          6770        508         90          0         67                  0                   0                   0                   0                   0                   0                   0                   0                   0                    113                 114                 0                   0                   0                   0                   0                   0                   0                   0
24           11          14          6771        508         90          0         68                  0                   0                   0                   0                   0                   0                   0                   0                   0                    115                 116                 0                   0                   0                   0                   0                   0                   0                   0
24           12          256         6279        508         90          0         283                 0                   0                   0                   0                   0                   0                   0                   0                   0                    351                 352                 0                   0                   0                   0                   0                   0                   0                   0
24           13          44          6275        508         90          0         53                  0                   0                   0                   0                   0                   0                   0                   0                   0                    85                  86                  0                   0                   0                   0                   0                   0                   0                   0
24           14          42          6276        508         90          0         54                  0                   0                   0                   0                   0                   0                   0                   0                   0                    87                  88                  0                   0                   0                   0                   0                   0                   0                   0
24           15          40          6277        508         90          0         55                  0                   0                   0                   0                   0                   0                   0                   0                   0                    89                  90                  0                   0                   0                   0                   0                   0                   0                   0
24           16          38          6278        508         90          0         56                  0                   0                   0                   0                   0                   0                   0                   0                   0                    91                  92                  0                   0                   0                   0                   0                   0                   0                   0
25           1           193         6780        508         190         0         154                 0                   0                   0                   0                   0                   0                   0                   0                   0                    214                 0                   0                   0                   0                   0                   0                   0                   0                   0
25           2           156         6780        508         290         0         111                 0                   0                   0                   0                   0                   0                   0                   0                   0                    170                 0                   0                   0                   0                   0                   0                   0                   0                   0
25           3           167         6780        508         400         0         129                 0                   0                   0                   0                   0                   0                   0                   0                   0                    188                 189                 0                   0                   0                   0                   0                   0                   0                   0
25           4           118         6702        508         100         0         12                  0                   0                   0                   0                   0                   0                   0                   0                   0                    20                  21                  0                   0                   0                   0                   0                   0                   0                   0
25           5           116         6703        508         100         0         13                  0                   0                   0                   0                   0                   0                   0                   0                   0                    22                  23                  0                   0                   0                   0                   0                   0                   0                   0
25           6           104         6717        508         150         0         19                  0                   0                   0                   0                   0                   0                   0                   0                   0                    29                  30                  0                   0                   0                   0                   0                   0                   0                   0
25           7           56          6704        508         80          0         47                  0                   0                   0                   0                   0                   0                   0                   0                   0                    73                  74                  0                   0                   0                   0                   0                   0                   0                   0
25           8           3           6783        508         100         0         79                  0                   0                   0                   0                   0                   0                   0                   0                   0                    134                 135                 0                   0                   0                   0                   0                   0                   0                   0
26           1           4           7301        508         40          0         76                  0                   0                   0                   0                   0                   0                   0                   0                   0                    129                 0                   0                   0                   0                   0                   0                   0                   0                   0
26           2           96          7238        508         20          0         23                  0                   0                   0                   0                   0                   0                   0                   0                   0                    39                  0                   0                   0                   0                   0                   0                   0                   0                   0
26           3           94          7239        508         20          0         24                  0                   0                   0                   0                   0                   0                   0                   0                   0                    40                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           1           265         7302        509         200         0         0                   0                   0                   0                   0                   0                   0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
27           2           141         7260        509         180         0         32                  0                   0                   0                   0                   0                   0                   0                   0                   0                    54                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           3           81          7263        509         80          0         34                  0                   0                   0                   0                   0                   0                   0                   0                   0                    56                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           4           261         7330        509         690         0         281                 0                   0                   0                   0                   0                   0                   0                   0                   0                    349                 0                   0                   0                   0                   0                   0                   0                   0                   0
27           5           259         7331        509         2490        0         282                 0                   0                   0                   0                   0                   0                   0                   0                   0                    350                 0                   0                   0                   0                   0                   0                   0                   0                   0
27           6           146         6780        509         1570        0         95                  96                  97                  98                  99                  100                 0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
27           7           144         6780        509         1570        0         94                  96                  97                  98                  99                  100                 0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
27           8           187         7305        509         0           0         149                 0                   0                   0                   0                   0                   0                   0                   0                   0                    209                 0                   0                   0                   0                   0                   0                   0                   0                   0
27           9           164         7306        509         400         0         32                  69                  70                  117                 123                 124                 125                 126                 0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
27           10          163         7302        509         500         0         115                 116                 118                 119                 120                 121                 122                 0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
27           11          13          7280        509         20          0         69                  0                   0                   0                   0                   0                   0                   0                   0                   0                    117                 0                   0                   0                   0                   0                   0                   0                   0                   0
27           12          12          7281        509         60          0         70                  0                   0                   0                   0                   0                   0                   0                   0                   0                    118                 0                   0                   0                   0                   0                   0                   0                   0                   0
27           13          99          7221        509         100         0         22                  0                   0                   0                   0                   0                   0                   0                   0                   0                    37                  38                  0                   0                   0                   0                   0                   0                   0                   0
27           14          127         7259        509         500         0         31                  0                   0                   0                   0                   0                   0                   0                   0                   0                    53                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           15          115         6710        509         250         0         14                  0                   0                   0                   0                   0                   0                   0                   0                   0                    24                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           16          113         6711        509         250         0         15                  0                   0                   0                   0                   0                   0                   0                   0                   0                    25                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           17          111         6712        509         250         0         16                  0                   0                   0                   0                   0                   0                   0                   0                   0                    26                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           18          109         6713        509         250         0         17                  0                   0                   0                   0                   0                   0                   0                   0                   0                    27                  0                   0                   0                   0                   0                   0                   0                   0                   0
27           19          107         6714        509         250         0         18                  0                   0                   0                   0                   0                   0                   0                   0                   0                    28                  0                   0                   0                   0                   0                   0                   0                   0                   0
28           1           71          6725        509         50          0         40                  0                   0                   0                   0                   0                   0                   0                   0                   0                    66                  0                   0                   0                   0                   0                   0                   0                   0                   0
28           2           69          6726        509         40          0         41                  0                   0                   0                   0                   0                   0                   0                   0                   0                    67                  0                   0                   0                   0                   0                   0                   0                   0                   0
29           1           125         6699        509         100         0         9                   0                   0                   0                   0                   0                   0                   0                   0                   0                    9                   10                  11                  12                  0                   0                   0                   0                   0                   0
29           2           123         6700        509         150         0         10                  0                   0                   0                   0                   0                   0                   0                   0                   0                    13                  14                  15                  16                  0                   0                   0                   0                   0                   0
29           3           121         6701        509         80          0         11                  0                   0                   0                   0                   0                   0                   0                   0                   0                    17                  18                  19                  0                   0                   0                   0                   0                   0                   0
29           4           75          6718        509         120         0         38                  0                   0                   0                   0                   0                   0                   0                   0                   0                    62                  63                  0                   0                   0                   0                   0                   0                   0                   0
29           5           73          6719        509         100         0         39                  0                   0                   0                   0                   0                   0                   0                   0                   0                    64                  65                  0                   0                   0                   0                   0                   0                   0                   0
29           6           51          6749        509         100         0         50                  0                   0                   0                   0                   0                   0                   0                   0                   0                    77                  78                  79                  0                   0                   0                   0                   0                   0                   0
29           7           49          6750        509         150         0         51                  0                   0                   0                   0                   0                   0                   0                   0                   0                    80                  81                  82                  0                   0                   0                   0                   0                   0                   0
29           8           8           6760        509         120         0         73                  0                   0                   0                   0                   0                   0                   0                   0                   0                    123                 124                 0                   0                   0                   0                   0                   0                   0                   0
29           9           7           6761        509         120         0         74                  0                   0                   0                   0                   0                   0                   0                   0                   0                    125                 126                 0                   0                   0                   0                   0                   0                   0                   0
29           10          196         7307        509         320         0         159                 160                 161                 0                   0                   0                   0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
29           11          198         7307        509         320         0         158                 160                 161                 0                   0                   0                   0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
29           12          200         7303        509         488         0         156                 157                 159                 160                 161                 162                 0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
29           13          202         7303        509         488         0         156                 157                 158                 160                 161                 162                 0                   0                   0                   0                    0                   0                   0                   0                   0                   0                   0                   0                   0                   0
29           14          91          7241        509         100         0         26                  0                   0                   0                   0                   0                   0                   0                   0                   0                    43                  44                  0                   0                   0                   0                   0                   0                   0                   0
29           15          93          7240        509         150         0         25                  0                   0                   0                   0                   0                   0                   0                   0                   0                    41                  42                  0                   0                   0                   0                   0                   0                   0                   0
29           16          89          7242        509         150         0         27                  0                   0                   0                   0                   0                   0                   0                   0                   0                    45                  46                  0                   0                   0                   0                   0                   0                   0                   0
29           17          87          7243        509         150         0         28                  0                   0                   0                   0                   0                   0                   0                   0                   0                    47                  48                  0                   0                   0                   0                   0                   0                   0                   0
29           18          77          7266        509         150         0         37                  0                   0                   0                   0                   0                   0                   0                   0                   0                    60                  61                  0                   0                   0                   0                   0                   0                   0                   0
29           19          79          7265        509         150         0         36                  0                   0                   0                   0                   0                   0                   0                   0                   0                    58                  59                  0                   0                   0                   0                   0                   0                   0                   0
29           20          83          7245        509         100         0         30                  0                   0                   0                   0                   0                   0                   0                   0                   0                    51                  52                  0                   0                   0                   0                   0                   0                   0                   0
29           21          85          7244        509         100         0         29                  0                   0                   0                   0                   0                   0                   0                   0                   0                    49                  50                  0                   0                   0                   0                   0                   0                   0                   0
30           1           31          6736        509         150         0         60                  0                   0                   0                   0                   0                   0                   0                   0                   0                    99                  100                 0                   0                   0                   0                   0                   0                   0                   0
30           2           29          6779        509         150         0         61                  0                   0                   0                   0                   0                   0                   0                   0                   0                    101                 102                 0                   0                   0                   0                   0                   0                   0                   0
30           3           11          6762        509         150         0         72                  0                   0                   0                   0                   0                   0                   0                   0                   0                    121                 122                 0                   0                   0                   0                   0                   0                   0                   0
30           4           103         6720        509         100         0         20                  0                   0                   0                   0                   0                   0                   0                   0                   0                    31                  32                  33                  0                   0                   0                   0                   0                   0                   0
30           5           101         6721        509         100         0         21                  0                   0                   0                   0                   0                   0                   0                   0                   0                    34                  35                  36                  0                   0                   0                   0                   0                   0                   0
31           1           37          6732        509         100         0         57                  0                   0                   0                   0                   0                   0                   0                   0                   0                    93                  94                  0                   0                   0                   0                   0                   0                   0                   0
31           2           35          6676        509         100         0         58                  0                   0                   0                   0                   0                   0                   0                   0                   0                    95                  96                  0                   0                   0                   0                   0                   0                   0                   0
31           3           148         6763        509         130         0         71                  0                   0                   0                   0                   0                   0                   0                   0                   0                    119                 120                 0                   0                   0                   0                   0                   0                   0                   0
31           4           33          6778        509         100         0         59                  0                   0                   0                   0                   0                   0                   0                   0                   0                    97                  98                  0                   0                   0                   0                   0                   0                   0                   0
31           5           27          6765        509         80          0         62                  0                   0                   0                   0                   0                   0                   0                   0                   0                    103                 104                 0                   0                   0                   0                   0                   0                   0                   0
31           6           25          6766        509         80          0         63                  0                   0                   0                   0                   0                   0                   0                   0                   0                    105                 106                 0                   0                   0                   0                   0                   0                   0                   0
31           7           23          6767        509         80          0         64                  0                   0                   0                   0                   0                   0                   0                   0                   0                    107                 108                 0                   0                   0                   0                   0                   0                   0                   0
31           8           21          6768        509         80          0         65                  0                   0                   0                   0                   0                   0                   0                   0                   0                    109                 110                 0                   0                   0                   0                   0                   0                   0                   0
31           9           19          6769        509         90          0         66                  0                   0                   0                   0                   0                   0                   0                   0                   0                    111                 112                 0                   0                   0                   0                   0                   0                   0                   0
31           10          17          6770        509         90          0         67                  0                   0                   0                   0                   0                   0                   0                   0                   0                    113                 114                 0                   0                   0                   0                   0                   0                   0                   0
31           11          15          6771        509         90          0         68                  0                   0                   0                   0                   0                   0                   0                   0                   0                    115                 116                 0                   0                   0                   0                   0                   0                   0                   0
31           12          257         6279        509         90          0         283                 0                   0                   0                   0                   0                   0                   0                   0                   0                    351                 352                 0                   0                   0                   0                   0                   0                   0                   0
31           13          45          6275        509         90          0         53                  0                   0                   0                   0                   0                   0                   0                   0                   0                    85                  86                  0                   0                   0                   0                   0                   0                   0                   0
31           14          43          6276        509         90          0         54                  0                   0                   0                   0                   0                   0                   0                   0                   0                    87                  88                  0                   0                   0                   0                   0                   0                   0                   0
31           15          41          6277        509         90          0         55                  0                   0                   0                   0                   0                   0                   0                   0                   0                    89                  90                  0                   0                   0                   0                   0                   0                   0                   0
31           16          39          6278        509         90          0         56                  0                   0                   0                   0                   0                   0                   0                   0                   0                    91                  92                  0                   0                   0                   0                   0                   0                   0                   0
32           1           194         6780        509         190         0         154                 0                   0                   0                   0                   0                   0                   0                   0                   0                    214                 0                   0                   0                   0                   0                   0                   0                   0                   0
32           2           157         6780        509         290         0         111                 0                   0                   0                   0                   0                   0                   0                   0                   0                    170                 0                   0                   0                   0                   0                   0                   0                   0                   0
32           3           168         6780        509         400         0         129                 0                   0                   0                   0                   0                   0                   0                   0                   0                    188                 189                 0                   0                   0                   0                   0                   0                   0                   0
32           4           119         6702        509         100         0         12                  0                   0                   0                   0                   0                   0                   0                   0                   0                    20                  21                  0                   0                   0                   0                   0                   0                   0                   0
32           5           117         6703        509         100         0         13                  0                   0                   0                   0                   0                   0                   0                   0                   0                    22                  23                  0                   0                   0                   0                   0                   0                   0                   0
32           6           105         6717        509         150         0         19                  0                   0                   0                   0                   0                   0                   0                   0                   0                    29                  30                  0                   0                   0                   0                   0                   0                   0                   0
32           7           57          6704        509         80          0         47                  0                   0                   0                   0                   0                   0                   0                   0                   0                    73                  74                  0                   0                   0                   0                   0                   0                   0                   0
32           8           149         6783        509         100         0         79                  0                   0                   0                   0                   0                   0                   0                   0                   0                    134                 135                 0                   0                   0                   0                   0                   0                   0                   0
46           1           5           7301        509         40          0         76                  0                   0                   0                   0                   0                   0                   0                   0                   0                    129                 0                   0                   0                   0                   0                   0                   0                   0                   0
46           2           97          7238        509         20          0         23                  0                   0                   0                   0                   0                   0                   0                   0                   0                    39                  0                   0                   0                   0                   0                   0                   0                   0                   0
46           3           95          7239        509         20          0         24                  0                   0                   0                   0                   0                   0                   0                   0                   0                    40                  0                   0                   0                   0                   0                   0                   0                   0                   0
34           1           138         6753        0           200         0         86                  0                   0                   0                   0                   0                   0                   0                   0                   0                    144                 0                   0                   0                   0                   0                   0                   0                   0                   0
34           2           137         6754        0           200         0         85                  0                   0                   0                   0                   0                   0                   0                   0                   0                    143                 0                   0                   0                   0                   0                   0                   0                   0                   0
34           3           136         7259        0           300         0         84                  0                   0                   0                   0                   0                   0                   0                   0                   0                    142                 0                   0                   0                   0                   0                   0                   0                   0                   0
34           4           135         7337        0           300         0         83                  0                   0                   0                   0                   0                   0                   0                   0                   0                    141                 0                   0                   0                   0                   0                   0                   0                   0                   0
end
