//BaseIndex   MainIndex   CoinValue   ItemIndex   ItemLevel   ItemOption1   ItemOption2   ItemOption3   ItemNewOption   ItemSetOption   ItemHarmonyOption   ItemOptionEx   ItemSocketOption1   ItemSocketOption2   ItemSocketOption3   ItemSocketOption4   ItemSocketOption5   ItemQuantity   ItemDuration
110	      169	  0	      6749	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
111	      170	  290	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
112	      171	  2000	      6208	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
113	      172	  1900	      6204	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
114	      173	  1700	      6206	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
115	      174	  0	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
116	      175	  0	      7301	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 10             0
117	      176	  0	      7263	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
118	      177	  130	      6763	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
119	      178	  100	      6720	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
120	      179	  150	      7266	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
121	      180	  120	      6761	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
122	      181	  0	      6769	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
123	      182	  100	      7221	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
124	      183	  0	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
125	      184	  20	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
126	      185	  20	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
128	      187	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
129	      188	  400	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
129	      189	  1400	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              2592000
130	      190	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
131	      191	  0	      7281	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
132	      192	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
133	      193	  1000	      6205	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
134	      194	  1000	      6205	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
135	      195	  1000	      6207	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
136	      196	  2000	      6209	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
137	      197	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
138	      198	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
139	      199	  50	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
140	      200	  30	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
141	      201	  30	      7242	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
142	      202	  30	      7243	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
143	      203	  30	      7244	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
144	      204	  30	      7245	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
145	      205	  1900	      7286	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
146	      206	  2900	      7286	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
147	      207	  1900	      7285	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
148	      208	  3900	      7282	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
149	      209	  0	      7305	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
150	      210	  0	      7286	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
151	      211	  0	      7285	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
152	      212	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
154	      214	  190	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
156	      216	  56	      7245	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
157	      217	  56	      7244	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
158	      218	  120	      7243	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
159	      219	  120	      7242	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
160	      220	  100	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
161	      221	  100	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
162	      222	  56	      7265	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
163	      223	  0	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
164	      224	  0	      7281	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
165	      225	  0	      7263	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
166	      226	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
167	      227	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
168	      228	  0	      6732	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
169	      229	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
170	      230	  0	      7221	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
171	      231	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
172	      232	  0	      6779	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
173	      233	  0	      6778	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
174	      234	  0	      7337	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
175	      235	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
176	      236	  0	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
177	      237	  0	      6732	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
178	      238	  0	      6726	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
179	      239	  0	      6725	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
180	      240	  0	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
181	      241	  0	      7244	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
182	      242	  0	      7245	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
183	      243	  0	      7286	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
184	      244	  0	      6699	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
185	      245	  0	      6749	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
186	      246	  0	      7286	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
187	      247	  0	      7280	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
188	      248	  0	      7281	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
189	      249	  0	      7263	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
190	      250	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
191	      251	  0	      6719	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
192	      252	  0	      6718	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
193	      253	  0	      6778	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
194	      254	  0	      6779	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
195	      255	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              259200
196	      256	  0	      7221	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
197	      257	  0	      6780	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
198	      258	  0	      6700	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              604800
199	      259	  0	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
200	      260	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
201	      261	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
202	      262	  0	      7260	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
203	      263	  150	      7241	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
204	      264	  150	      7244	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
205	      265	  150	      7245	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
206	      266	  150	      7265	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
207	      267	  150	      7266	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
208	      268	  150	      7240	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
209	      269	  150	      7242	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
210	      270	  150	      7243	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
211	      271	  150	      6778	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
212	      272	  150	      6779	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
213	      273	  150	      6732	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
214	      274	  150	      6736	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              86400
215	      275	  150	      7221	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
216	      276	  150	      7221	  4           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
217	      277	  150	      7221	  9           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
218	      278	  150	      6174	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
219	      279	  150	      6175	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
220	      280	  150	      7264	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
221	      281	  150	      7229	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
222	      282	  300	      7253	  0           0             0             0             0               0               0                   0              255                 255                 255                 255                 255                 0              0
